channelNumber;id;NavStatus;SlotOffset;SlotNumber;STO;SlotIncrement;KeepFlag;TS;Lat;Lon;Sog;thresholdSog;Course;Heading;ChangeHeading;RepeatIndicator;SpecialManoeuvre;AISVersion;toa;DiffToa
2;1;0;-1;1161;2;-1;-1;1160;47.550403333333335;-3.265181666666667;9.0;2;322.8999938964844;324;0;0;0;-1;1150051.882293701;0.0
1;1;0;-1;-1;1;-1;-1;1235;47.73918666666667;-4.5394;4.300000190734863;2;312.1000061035156;320;0;0;0;-1;1258713.29788208;108661.4156
2;1;0;-1;-1;5;-1;-1;1601;47.73931833333334;-4.53961;4.099999904632568;2;314.0;323;0;0;0;-1;1258723.057281493;9.7594
2;1;0;-1;-1;1;-1;-1;103;47.73961333333333;-4.539991666666666;4.300000190734863;2;318.0;325;0;0;0;-1;1258743.097717284;20.0404
1;1;0;-1;-1;5;-1;-1;540;47.73978833333334;-4.540211666666667;4.199999809265137;2;320.8999938964844;326;0;0;0;-1;1258754.75817871;11.6605
1;1;0;-1;542;4;-1;-1;540;47.74078;-4.541335;4.300000190734863;2;319.70001220703125;327;0;0;0;-1;1258814.758544921;60.0004
2;1;0;-1;-1;3;-1;-1;877;47.74092666666667;-4.541496666666666;4.400000095367432;2;320.70001220703125;330;0;0;0;-1;1258823.737701415;8.9792
1;1;0;-1;-1;3;-1;-1;1228;47.74107;-4.541645;4.199999809265137;2;328.1000061035156;331;0;0;0;-1;1258833.097625732;9.3599
1;1;0;2251;-1;0;-1;-1;1975;47.741416666666666;-4.542;4.5;2;324.70001220703125;331;0;0;0;-1;1258853.023284912;19.9257
2;1;0;-1;-1;7;-1;-1;109;47.74160666666667;-4.542165;4.300000190734863;2;328.79998779296875;331;0;0;0;-1;1258863.278320311;10.255
1;1;0;-1;-1;3;-1;-1;540;47.741816666666665;-4.54234;4.400000095367432;2;329.3999938964844;330;0;0;0;-1;1258874.758483886;11.4802
2;1;0;-1;879;2;-1;-1;878;47.74195;-4.54249;4.199999809265137;2;328.3999938964844;330;0;0;0;-1;1258883.759246826;9.0008
1;3;0;-1;-1;-1;477;0;1750;47.742358333333335;-4.542891666666667;4.300000190734863;2;329.20001220703125;338;1;0;0;-1;1258907.020660399;23.2614
2;3;0;-1;-1;-1;102;0;1770;47.742376666666665;-4.542906666666667;4.400000095367432;2;330.6000061035156;339;0;0;0;-1;1258907.538085937;0.5174
2;3;0;-1;-1;-1;299;0;1872;47.742416666666664;-4.542933333333333;4.300000190734863;2;331.8999938964844;336;0;0;0;-1;1258910.257659912;2.7196
