channelNumber;id;NavStatus;SlotOffset;SlotNumber;STO;SlotIncrement;KeepFlag;TS;Lat;Lon;Sog;thresholdSog;Course;Heading;ChangeHeading;RepeatIndicator;SpecialManoeuvre;AISVersion;toa;DiffToa
1;1;0;2248;-1;0;-1;-1;1706;47.58643333333333;-4.5197;8.100000381469727;2;301.0;301;0;0;0;-1;9292.623779297;0.0
1;1;0;-1;941;6;-1;-1;942;47.588566666666665;-4.524133333333333;7.900000095367432;2;304.0;298;0;0;0;-1;9392.267700195;99.6439
2;1;0;-1;-1;1;-1;-1;2052;47.590183333333336;-4.52835;7.900000095367432;2;299.0;302;0;0;0;-1;9481.867584228;89.5999
2;1;0;2236;-1;0;-1;-1;555;47.590583333333335;-4.529283333333334;8.100000381469727;2;302.0;303;0;0;0;-1;9501.945068359;20.0775
2;1;0;2272;-1;0;-1;-1;2052;47.59141666666667;-4.531133333333333;8.0;2;303.0;302;0;0;0;-1;9541.864593505;39.9195
2;1;0;-1;540;4;-1;-1;541;47.5918;-4.5320833333333335;8.199999809265137;2;303.0;301;0;0;0;-1;9561.556915283;19.6923
2;1;0;-1;-1;5;-1;-1;1281;47.592216666666666;-4.53305;8.300000190734863;2;302.0;301;0;0;0;-1;9581.304565429;19.7477
2;1;0;-1;-1;5;-1;-1;2073;47.59265;-4.534066666666667;8.199999809265137;2;302.0;303;0;0;0;-1;9602.438354492;21.1338
2;1;0;-1;-1;3;-1;-1;2073;47.59525;-4.53965;8.100000381469727;2;302.0;297;0;0;0;-1;9722.439361572;120.001
1;1;0;-1;-1;3;-1;-1;920;47.59685;-4.544;8.199999809265137;2;301.0;299;0;0;0;-1;9811.676818847;89.2375
2;1;0;-1;-1;1;-1;-1;1281;47.597033333333336;-4.544483333333333;8.199999809265137;2;301.0;299;0;0;0;-1;9821.307495116;9.6307
1;1;0;-1;-1;5;-1;-1;910;47.604366666666664;-4.5611;7.900000095367432;2;301.0;299;0;0;0;-1;10171.396942138;350.0894
2;1;0;-1;-1;5;-1;-1;1286;47.605666666666664;-4.5642;7.599999904632568;2;299.0;298;0;0;0;-1;10241.418426513;70.0215
1;1;0;-1;-1;1;-1;-1;1655;47.60585;-4.564666666666667;7.599999904632568;2;300.0;298;0;0;0;-1;10251.257354736;9.8389
1;1;0;-1;-1;3;-1;-1;910;47.60658333333333;-4.5665;7.800000190734863;2;299.0;298;0;0;0;-1;10291.403350829;40.146
2;1;0;-1;-1;3;-1;-1;1286;47.6079;-4.56965;7.5;2;304.0;302;0;0;0;-1;10361.417572021;70.0142
1;1;0;-1;198;4;-1;-1;199;47.610866666666666;-4.576266666666666;7.800000190734863;2;300.0;298;0;0;0;-1;10512.440704345;151.0231
1;1;0;-1;-1;3;-1;-1;911;47.61123333333333;-4.577083333333333;7.699999809265137;2;302.0;297;0;0;0;-1;10531.438110351;18.9974
1;1;0;-1;911;2;-1;-1;911;47.61233333333333;-4.5799;7.800000190734863;2;301.0;299;0;0;0;-1;10591.439300536;60.0012
1;1;0;2295;-1;0;-1;-1;897;47.62201666666667;-4.602133333333334;8.300000190734863;2;298.0;300;0;0;0;-1;11071.039093017;479.5998
1;1;0;-1;-1;5;-1;-1;1704;47.62245;-4.6032;8.300000190734863;2;300.0;302;0;0;0;-1;11092.557647704;21.5186
2;1;0;-1;-1;1;-1;-1;1301;47.62355;-4.60555;8.399999618530273;2;303.0;302;0;0;0;-1;11141.817382811;49.2597
1;1;0;-1;1703;4;-1;-1;1704;47.623783333333336;-4.606;8.399999618530273;2;304.0;302;0;0;0;-1;11152.558349608;10.741
1;1;0;-1;155;4;-1;-1;155;47.624233333333336;-4.606883333333333;8.199999809265137;2;305.0;302;0;0;0;-1;11171.279785156;18.7214
2;1;0;2190;-1;0;-1;-1;594;47.6245;-4.607433333333334;8.300000190734863;2;305.0;301;0;0;0;-1;11182.984771728;11.705
1;1;0;-1;-1;5;-1;-1;942;47.624716666666664;-4.60785;8.199999809265137;2;306.0;301;0;0;0;-1;11192.240509033;9.2557
