channelNumber;id;NavStatus;SlotOffset;SlotNumber;STO;SlotIncrement;KeepFlag;TS;Lat;Lon;Sog;thresholdSog;Course;Heading;ChangeHeading;RepeatIndicator;SpecialManoeuvre;AISVersion;toa;DiffToa
2;1;0;-1;1700;4;-1;-1;1701;47.85619666666667;-5.044373333333334;7.900000095367432;2;92.5;111;0;0;0;-1;483169.917053222;0.0
1;1;0;-1;-1;1;-1;-1;2061;47.854665;-5.035996666666667;7.400000095367432;2;104.19999694824219;110;0;0;0;-1;483359.517028808;189.6
1;1;0;-1;-1;5;-1;-1;2044;47.85284166666667;-5.025383333333333;7.800000190734863;2;98.9000015258789;106;0;0;0;-1;483599.059936522;239.5429
2;1;0;-1;-1;1;-1;-1;925;47.84954166666667;-5.00559;8.699999809265137;2;102.30000305175781;105;0;0;0;-1;484049.237579345;450.1776
2;1;0;-1;-1;1;-1;-1;195;47.84896333333333;-5.001171666666667;8.0;2;96.5999984741211;105;0;0;0;-1;484149.777526855;100.5399
1;1;0;-1;2076;4;-1;-1;2077;47.8454;-4.971681666666667;6.800000190734863;2;96.0999984741211;110;0;0;0;-1;484859.941558837;710.164
2;1;0;-1;-1;5;-1;-1;1685;47.84516333333333;-4.969406666666667;7.5;2;84.0999984741211;103;0;0;0;-1;484909.478271484;49.5367
2;1;0;-1;161;2;-1;-1;161;47.84480833333333;-4.965883333333333;7.699999809265137;2;99.9000015258789;107;0;0;0;-1;484988.857910156;79.3796
2;1;0;2255;-1;0;-1;-1;161;47.844225;-4.960406666666667;7.599999904632568;2;97.9000015258789;105;0;0;0;-1;485108.85760498;119.9997
2;1;0;-1;-1;3;-1;-1;1650;47.84254166666667;-4.942265;7.900000095367432;2;89.9000015258789;106;0;0;0;-1;485508.53918457;399.6816
2;1;0;-1;-1;7;-1;-1;214;47.842436666666664;-4.941276666666667;5.0;2;100.0;110;0;0;0;-1;485530.264556884;21.7254
1;1;0;-1;-1;5;-1;-1;1267;47.84234166666667;-4.94003;8.300000190734863;2;90.69999694824219;109;0;0;0;-1;485558.344421386;28.0799
2;1;0;-1;1649;2;-1;-1;1650;47.84227333333333;-4.939578333333333;6.300000190734863;2;104.80000305175781;106;0;0;0;-1;485568.53918457;10.1948
1;1;0;2214;-1;0;-1;-1;2055;47.84224;-4.939073333333333;6.300000190734863;2;98.5999984741211;106;0;0;0;-1;485579.341003417;10.8018
2;3;0;-1;-1;-1;497;0;677;47.842153333333336;-4.938013333333333;6.699999809265137;2;96.9000015258789;103;0;0;0;-1;485602.619079589;23.2781
2;1;0;-1;-1;3;-1;-1;910;47.84189833333333;-4.935045;6.800000190734863;2;88.0999984741211;106;0;0;0;-1;485668.824066161;66.205
1;1;0;-1;1303;4;-1;-1;1304;47.840711666666664;-4.923586666666667;6.5;2;96.0;106;0;0;0;-1;485919.317047118;250.493
1;1;0;-1;-1;3;-1;-1;2087;47.840608333333336;-4.922611666666667;8.300000190734863;2;99.4000015258789;108;0;0;0;-1;485940.202911377;20.8859
2;1;0;2209;-1;0;-1;-1;214;47.84056;-4.922185;6.300000190734863;2;87.5;110;0;0;0;-1;485950.262298583;10.0594
1;1;0;-1;-1;3;-1;-1;1304;47.84035166666666;-4.920776666666667;5.699999809265137;2;96.19999694824219;108;0;0;0;-1;485979.317016601;29.0547
1;1;0;-1;2086;2;-1;-1;2087;47.84027833333333;-4.9198683333333335;5.300000190734863;2;96.0999984741211;106;0;0;0;-1;486000.202301025;20.8853
2;1;0;-1;1665;6;-1;-1;1666;47.84006;-4.9177;6.0;2;99.69999694824219;105;0;0;0;-1;486048.982147217;48.7798
2;1;0;-1;955;2;-1;-1;956;47.839888333333334;-4.915806666666667;7.800000190734863;2;106.9000015258789;108;0;0;0;-1;486090.058135985;41.076
1;1;0;-1;-1;1;-1;-1;1305;47.83985166666667;-4.915348333333333;5.5;2;93.5;109;0;0;0;-1;486099.342681884;9.2845
2;1;0;-1;-1;5;-1;-1;1665;47.839805;-4.914921666666666;7.099999904632568;2;103.5999984741211;108;0;0;0;-1;486108.957702636;9.615
2;1;0;-1;-1;1;-1;-1;173;47.83944666666667;-4.911191666666666;5.900000095367432;2;86.69999694824219;106;0;0;0;-1;486189.163909912;80.2062
2;5;-1;-1;-1;-1;-1;-1;224;-1;-1;-1;2;-1;-1;-1;-1;-1;1;486190.539276123;1.3754
1;1;0;-1;-1;3;-1;-1;1289;47.83931333333334;-4.909883333333333;6.599999904632568;2;99.9000015258789;106;0;0;0;-1;486218.921508789;28.3822
1;1;0;-1;2050;6;-1;-1;2051;47.839225;-4.908895;7.199999809265137;2;94.5999984741211;108;0;0;0;-1;486239.24118042;20.3197
2;1;0;2249;-1;0;-1;-1;173;47.839198333333336;-4.908468333333333;6.0;2;96.5999984741211;107;0;0;0;-1;486249.163696289;9.9225
2;1;0;-1;904;6;-1;-1;905;47.839115;-4.9075516666666665;6.599999904632568;2;104.69999694824219;109;0;0;0;-1;486268.683593749;19.5199
2;1;0;-1;1665;2;-1;-1;1665;47.839036666666665;-4.906655;6.5;2;94.4000015258789;107;0;0;0;-1;486288.956848144;20.2733
