channelNumber;id;NavStatus;SlotOffset;SlotNumber;STO;SlotIncrement;KeepFlag;TS;Lat;Lon;Sog;thresholdSog;Course;Heading;ChangeHeading;RepeatIndicator;SpecialManoeuvre;AISVersion;toa;DiffToa
1;1;0;0;-1;0;-1;-1;1225;48.47483166666667;-5.8598333333333334;14.0;3;163.0;160;0;0;0;-1;1138293.683685302;0.0
2;3;0;-1;-1;-1;431;1;1939;48.1195;-5.698;13.899999618530273;2;164.0;157;0;0;0;-1;1144132.678405761;5838.9947
1;1;0;-1;-1;3;-1;-1;790;48.117666666666665;-5.697166666666667;14.0;3;164.0;157;0;0;0;-1;1144162.047576904;29.3692
1;1;0;-1;-1;1;-1;-1;2153;48.1155;-5.696166666666667;14.0;3;162.0;157;0;0;0;-1;1144198.377777099;36.3302
1;1;0;-1;-1;3;-1;-1;331;48.114666666666665;-5.695833333333334;13.899999618530273;2;163.0;157;0;0;0;-1;1144209.817382811;11.4396
1;1;0;-1;-1;1;-1;-1;331;48.10733333333334;-5.692333333333333;13.899999618530273;2;163.0;157;0;0;0;-1;1144329.819122314;120.0017
2;1;0;2229;-1;0;-1;-1;1490;48.105333333333334;-5.6915;13.899999618530273;2;162.0;157;0;0;0;-1;1144360.699371337;30.8802
2;1;0;-1;-1;1;-1;-1;1938;48.10466666666667;-5.691166666666667;13.800000190734863;2;162.0;158;0;0;0;-1;1144372.660827636;11.9615
2;1;0;2246;-1;0;-1;-1;119;48.10399833333334;-5.690833333333333;13.899999618530273;2;164.0;157;0;0;0;-1;1144384.157562255;11.4967
2;1;0;-1;595;2;-1;-1;594;48.10316666666667;-5.6905;14.0;3;163.0;158;0;0;0;-1;1144396.823730468;12.6662
2;1;0;-1;1018;4;-1;-1;1017;48.09883333333333;-5.6883333333333335;13.800000190734863;2;163.0;158;0;0;0;-1;1144468.104064941;71.2803
1;1;0;-1;-1;1;-1;-1;1262;48.098333333333336;-5.688166666666667;13.699999809265137;2;164.0;158;0;0;0;-1;1144474.618804931;6.5147
2;1;0;-1;1470;4;-1;-1;1469;48.098;-5.687998333333334;13.699999809265137;2;164.0;158;0;0;0;-1;1144480.139190674;5.5204
2;1;0;-1;881;2;-1;-1;880;48.09166666666667;-5.6851666666666665;13.800000190734863;2;165.0;158;0;0;0;-1;1144584.43762207;104.2984
2;1;0;2216;-1;0;-1;-1;880;48.08433333333333;-5.681831666666667;13.899999618530273;2;163.0;159;0;0;0;-1;1144704.437561035;119.9999
2;3;0;-1;-1;-1;795;1;1604;48.06466666666667;-5.673166666666667;13.699999809265137;2;163.0;158;0;0;0;-1;1145023.738555907;319.301
1;1;0;-1;-1;5;-1;-1;2032;48.064;-5.672833333333333;13.800000190734863;2;164.0;158;0;0;0;-1;1145035.156677246;11.4181
1;1;0;-1;-1;1;-1;-1;1270;48.057831666666665;-5.670166666666667;13.899999618530273;2;162.0;158;0;0;0;-1;1145134.843841552;99.6872
2;1;0;2249;-1;0;-1;-1;1604;48.05733333333333;-5.669833333333333;13.899999618530273;2;162.0;158;0;0;0;-1;1145143.73776245;8.8939
1;1;0;-1;519;4;-1;-1;518;48.0555;-5.669;13.800000190734863;2;163.0;158;0;0;0;-1;1145174.778106688;31.0403
1;1;0;-1;2033;2;-1;-1;2032;48.053;-5.667833333333333;13.800000190734863;2;163.0;158;0;0;0;-1;1145215.163696289;40.3856
2;1;0;-1;-1;1;-1;-1;149;48.04866666666667;-5.666;13.800000190734863;2;165.0;158;0;0;0;-1;1145284.938812255;69.7751
1;1;0;-1;-1;5;-1;-1;1218;47.99966666666667;-5.644;13.600000381469727;2;163.0;157;0;0;0;-1;1146093.438446044;808.4996
2;1;0;-1;1606;6;-1;-1;1605;47.970166666666664;-5.630333333333334;13.699999809265137;2;161.0;156;0;0;0;-1;1146583.757324218;490.3189
2;1;0;-1;-1;3;-1;-1;1649;46.9695;-5.189333333333333;13.300000190734863;2;165.0;160;0;0;0;-1;1163864.838134765;17281.0808
