channelNumber;id;NavStatus;SlotOffset;SlotNumber;STO;SlotIncrement;KeepFlag;TS;Lat;Lon;Sog;thresholdSog;Course;Heading;ChangeHeading;RepeatIndicator;SpecialManoeuvre;AISVersion;toa;DiffToa
1;1;0;-1;816;4;-1;-1;815;48.31637333333333;-5.098393333333333;11.199999809265137;2;124.69999694824219;129;0;0;0;-1;1165342.602996826;0.0
2;1;0;-1;491;2;-1;-1;490;48.300066666666666;-5.06556;11.600000381469727;2;122.5999984741211;129;0;0;0;-1;1165873.920013428;531.317
2;1;0;-1;1972;4;-1;-1;1971;48.298813333333335;-5.063131666666667;11.199999809265137;2;129.8000030517578;129;0;0;0;-1;1165913.417358398;39.4973
2;1;0;-1;-1;1;-1;-1;490;48.29819333333333;-5.061885;11.100000381469727;2;126.30000305175781;130;0;0;0;-1;1165933.920227051;20.5029
1;3;0;-1;-1;-1;75;1;1571;48.29729;-5.0600933333333336;11.199999809265137;2;126.69999694824219;129;0;0;0;-1;1165962.738281249;28.8181
2;1;0;-1;-1;3;-1;-1;1971;48.296933333333335;-5.059426666666667;11.100000381469727;2;129.10000610351562;129;0;0;0;-1;1165973.41744995;10.6792
1;1;0;15;-1;0;-1;-1;93;48.296656666666664;-5.058866666666667;11.199999809265137;2;128.39999389648438;128;0;0;0;-1;1165983.358428955;9.941
2;1;0;2223;-1;0;-1;-1;490;48.296306666666666;-5.0581716666666665;11.300000190734863;2;126.80000305175781;129;0;0;0;-1;1165993.918579101;10.5602
2;1;0;-1;-1;1;-1;-1;1205;48.295743333333334;-5.057053333333333;11.5;2;128.6999969482422;129;0;0;0;-1;1166012.981872558;19.0633
1;1;0;-1;-1;5;-1;-1;1625;48.295386666666666;-5.056298333333333;11.100000381469727;2;125.4000015258789;129;0;0;0;-1;1166024.177947998;11.1961
1;1;0;-1;1626;4;-1;-1;1625;48.29349;-5.052566666666666;11.399999618530273;2;126.0;129;0;0;0;-1;1166084.177978515;60.0
1;1;0;-1;-1;3;-1;-1;1625;48.29158666666667;-5.048871666666667;11.100000381469727;2;127.30000305175781;129;0;0;0;-1;1166144.177520752;59.9995
2;1;0;11;-1;0;-1;-1;1971;48.29127666666667;-5.0482466666666665;11.300000190734863;2;125.69999694824219;129;0;0;0;-1;1166153.423156738;9.2456
2;1;0;-1;-1;3;-1;-1;463;48.29069;-5.047066666666667;11.199999809265137;2;125.30000305175781;129;0;0;0;-1;1166173.198028564;19.7749
