channelNumber;id;NavStatus;SlotOffset;SlotNumber;STO;SlotIncrement;KeepFlag;TS;Lat;Lon;Sog;thresholdSog;Course;Heading;ChangeHeading;RepeatIndicator;SpecialManoeuvre;AISVersion;toa;DiffToa
1;1;0;-1;-1;3;-1;-1;2102;47.44735;-6.610283333333333;16.100000381469727;4;27.0;25;0;0;0;-1;291121.676513671;0.0
2;1;0;2275;-1;0;-1;-1;1398;47.47351666666667;-6.589733333333333;15.800000190734863;4;27.0;25;0;0;0;-1;291522.879638671;401.2031
1;1;0;-1;-1;5;-1;-1;1647;47.47396666666667;-6.589433333333333;15.699999809265137;4;27.0;25;0;0;0;-1;291529.523864746;6.6442
1;1;0;-1;-1;3;-1;-1;2096;47.4748;-6.588766666666666;15.699999809265137;4;28.0;25;0;0;0;-1;291541.51977539;11.9959
1;1;0;-1;-1;1;-1;-1;2096;47.4825;-6.582966666666667;15.600000381469727;4;26.0;25;0;0;0;-1;291661.520141601;120.0004
1;1;0;2226;-1;0;-1;-1;1649;47.567616666666666;-6.51775;15.100000381469727;4;27.0;25;0;0;0;-1;293029.557128906;1368.037
2;1;0;-1;-1;7;-1;-1;1872;47.5794;-6.508983333333333;15.300000190734863;4;27.0;26;0;0;0;-1;293215.516784667;185.9597
1;1;0;2267;-1;0;-1;-1;2092;47.60646666666667;-6.48875;15.5;4;25.0;25;0;0;0;-1;293641.397247314;425.8805
1;1;0;-1;-1;1;-1;-1;302;47.70341666666667;-6.4167;15.600000381469727;4;26.0;25;0;0;0;-1;295153.659942626;1512.2627
1;1;0;-1;-1;5;-1;-1;1182;47.7052;-6.415616666666667;15.600000381469727;4;26.0;25;0;0;0;-1;295177.120849608;23.4609
1;1;0;-1;2107;2;-1;-1;2108;47.73865;-6.391066666666666;15.600000381469727;4;25.0;25;0;0;0;-1;295681.804046631;504.6832
2;1;0;-1;-1;3;-1;-1;1882;47.7606;-6.37485;15.800000190734863;4;25.0;25;0;0;0;-1;296035.763488769;353.9594
1;1;0;2283;-1;0;-1;-1;2076;47.76091666666667;-6.374633333333334;15.600000381469727;4;25.0;25;0;0;0;-1;296040.957061767;5.1936
2;1;0;-1;1412;6;-1;-1;1413;47.7996;-6.346266666666667;15.699999809265137;4;26.0;25;0;0;0;-1;296623.257843017;582.3008
2;1;0;2240;-1;0;-1;-1;515;47.80515;-6.342083333333333;15.5;4;25.0;24;0;0;0;-1;296719.320526123;96.0627
1;1;0;-1;730;2;-1;-1;730;47.8053;-6.341983333333333;15.5;4;26.0;25;0;0;0;-1;296725.057434081;5.7369
2;1;0;-1;-1;3;-1;-1;1399;47.82675;-6.326266666666666;15.600000381469727;4;26.0;25;0;0;0;-1;297042.877807616;317.8204
