channelNumber;id;NavStatus;SlotOffset;SlotNumber;STO;SlotIncrement;KeepFlag;TS;Lat;Lon;Sog;thresholdSog;Course;Heading;ChangeHeading;RepeatIndicator;SpecialManoeuvre;AISVersion;toa;DiffToa
2;3;0;-1;-1;-1;260;0;142;48.02950666666667;-5.3048166666666665;9.199999809265137;2;114.0;135;0;0;0;-1;414848.738220214;0.0
1;3;0;-1;-1;-1;0;0;46;48.019308333333335;-5.27322;7.599999904632568;2;128.1999969482422;115;0;0;0;-1;415566.157287597;717.4191
2;3;0;-1;-1;-1;218;0;205;48.018335;-5.270313333333333;6.800000190734863;2;117.0999984741211;104;0;0;0;-1;415630.419891357;64.2626
1;3;0;-1;-1;-1;0;0;794;48.01814666666667;-5.269546666666667;6.199999809265137;2;115.5999984741211;115;1;0;0;-1;415646.104248046;15.6844
2;3;0;-1;-1;-1;227;0;929;48.018098333333334;-5.269288333333333;8.0;2;109.9000015258789;122;1;0;0;-1;415649.698944091;3.5947
1;3;0;-1;-1;-1;206;1;325;48.017448333333334;-5.267283333333333;7.5;2;113.30000305175781;110;0;0;0;-1;415693.618896484;43.92
2;1;0;-1;-1;3;-1;-1;1403;48.01706;-5.265956666666667;7.599999904632568;2;111.9000015258789;113;0;0;0;-1;415722.339294433;28.7204
2;3;0;-1;-1;-1;282;1;665;48.016486666666665;-5.264096666666667;7.400000095367432;2;115.80000305175781;120;0;0;0;-1;415762.663391113;40.3241
1;3;0;-1;-1;-1;233;1;1814;48.014365;-5.257145;7.300000190734863;2;110.9000015258789;115;0;0;0;-1;415913.298767089;150.6354
2;3;0;-1;-1;-1;272;1;2138;48.01421833333333;-5.256706666666667;7.099999904632568;2;115.0999984741211;119;0;0;0;-1;415921.95739746;8.6586
1;3;0;-1;-1;-1;220;1;326;48.014;-5.256205;7.099999904632568;2;121.69999694824219;125;1;0;0;-1;415933.618713378;11.6613
2;3;0;-1;-1;-1;294;1;1402;48.013425;-5.255001666666667;7.199999809265137;2;120.30000305175781;118;1;0;0;-1;415962.323852538;28.7051
2;3;0;-1;-1;-1;0;0;1943;48.013198333333335;-5.254323333333334;7.0;2;115.19999694824219;108;1;0;0;-1;415976.739166259;14.4153
2;3;0;-1;-1;-1;225;0;169;48.013015;-5.25375;7.5;2;117.30000305175781;122;1;0;0;-1;415989.444183349;12.705
1;3;0;-1;-1;-1;185;1;326;48.012935;-5.25363;6.800000190734863;2;120.19999694824219;121;1;0;0;-1;415993.618896484;4.1747
2;3;0;-1;-1;-1;0;0;394;48.01291166666667;-5.253536666666666;6.900000095367432;2;119.5;123;1;0;0;-1;415995.441619872;1.8227
1;3;0;-1;-1;-1;291;0;510;48.01284;-5.25339;7.599999904632568;2;123.0;123;0;0;0;-1;415998.53829956;3.0967
2;3;0;-1;-1;-1;275;0;889;48.01265166666666;-5.252926666666666;7.0;2;118.4000015258789;117;1;0;0;-1;416008.643859862;10.1056
2;5;-1;-1;-1;-1;-1;-1;980;-1;-1;-1;2;-1;-1;-1;-1;-1;0;416011.057525634;2.4137
1;3;0;-1;-1;-1;262;1;1037;48.01260166666667;-5.252818333333333;7.0;2;123.4000015258789;118;0;0;0;-1;416012.597229003;1.5397
2;3;0;-1;-1;-1;0;0;1163;48.01254333333333;-5.252596666666666;7.599999904632568;2;114.80000305175781;119;0;0;0;-1;416015.957122802;3.3599
1;3;0;-1;-1;-1;220;0;1300;48.01246166666667;-5.252448333333334;8.199999809265137;2;122.0999984741211;116;0;0;0;-1;416019.601074218;3.644
2;3;0;-1;-1;-1;227;0;1668;48.012328333333336;-5.252048333333334;6.900000095367432;2;115.30000305175781;109;1;0;0;-1;416029.397369384;9.7963
2;3;0;-1;-1;-1;0;0;404;48.01200166666667;-5.250693333333333;6.900000095367432;2;105.0999984741211;112;0;0;0;-1;416055.698059081;26.3007
1;3;0;-1;-1;-1;249;0;572;48.011936666666664;-5.250538333333333;6.699999809265137;2;113.69999694824219;111;0;0;0;-1;416060.179351806;4.4813
1;3;0;-1;-1;-1;0;0;821;48.01182166666667;-5.250165;8.0;2;114.69999694824219;116;0;0;0;-1;416066.818939209;6.6396
1;3;0;-1;-1;-1;283;0;1286;48.011651666666666;-5.24965;7.599999904632568;2;117.5;126;1;0;0;-1;416079.21887207;12.3999
2;3;0;-1;-1;-1;304;1;1403;48.011561666666665;-5.249538333333334;7.800000190734863;2;126.4000015258789;127;1;0;0;-1;416082.338897704;3.12
1;3;0;-1;-1;-1;0;0;1569;48.01148166666667;-5.24934;7.099999904632568;2;126.9000015258789;126;1;0;0;-1;416086.758270263;4.4194
2;3;0;-1;-1;-1;238;0;1706;48.011426666666665;-5.249246666666667;6.599999904632568;2;127.0;126;0;0;0;-1;416090.418365478;3.6601
1;3;0;-1;-1;-1;203;1;1814;48.01138666666667;-5.2491183333333336;6.699999809265137;2;122.9000015258789;130;1;0;0;-1;416093.298492431;2.8801
2;3;0;-1;-1;-1;0;0;1944;48.011285;-5.248968333333333;7.199999809265137;2;129.8000030517578;128;0;0;0;-1;416096.761291503;3.4628
2;3;0;-1;-1;-1;234;0;152;48.01105666666667;-5.2485083333333336;6.599999904632568;2;126.0;119;1;0;0;-1;416108.997406005;12.2361
2;3;0;-1;-1;-1;267;1;665;48.010825;-5.247875;6.800000190734863;2;120.9000015258789;120;1;0;0;-1;416122.658660888;13.6613
2;3;0;-1;-1;-1;235;0;932;48.01071;-5.247528333333333;8.100000381469727;2;115.5;132;1;0;0;-1;416129.778289794;7.1196
1;3;0;-1;-1;-1;263;1;1038;48.01065166666667;-5.247433333333333;8.399999618530273;2;121.69999694824219;127;0;0;0;-1;416132.600219726;2.8219
1;3;0;-1;-1;-1;232;0;1301;48.010506666666664;-5.247188333333333;7.300000190734863;2;128.5;125;0;0;0;-1;416139.617950439;7.0177
2;3;0;-1;-1;-1;275;1;1402;48.010465;-5.247043333333333;7.300000190734863;2;121.4000015258789;119;1;0;0;-1;416142.320739746;2.7028
2;3;0;-1;-1;-1;275;0;1677;48.01032333333333;-5.246645;8.199999809265137;2;117.0;111;1;0;0;-1;416149.641021728;7.3203
2;3;0;-1;-1;-1;0;0;1952;48.01024;-5.246326666666667;7.099999904632568;2;109.5;110;1;0;0;-1;416156.978332519;7.3373
2;3;0;-1;-1;-1;0;0;455;48.009908333333335;-5.245488333333333;6.300000190734863;2;119.0999984741211;113;0;0;0;-1;416177.058166503;20.0798
2;3;0;-1;-1;-1;232;1;665;48.009811666666664;-5.245228333333333;7.0;2;117.69999694824219;111;0;0;0;-1;416182.658325195;5.6002
1;3;0;-1;-1;-1;0;0;780;48.00979;-5.2450383333333335;7.800000190734863;2;109.9000015258789;115;0;0;0;-1;416185.720428466;3.0621
1;3;0;-1;-1;-1;271;1;1037;48.009706666666666;-5.244805;6.800000190734863;2;110.30000305175781;110;0;0;0;-1;416192.597229003;6.8768
2;3;0;-1;-1;-1;0;0;415;48.00915666666667;-5.242746666666667;7.099999904632568;2;112.9000015258789;87;0;0;0;-1;416236.001159667;43.4039
2;3;0;-1;-1;-1;246;1;665;48.009141666666665;-5.242408333333334;7.300000190734863;2;102.5999984741211;89;0;0;0;-1;416242.661315917;6.6602
1;3;0;-1;-1;-1;262;0;1268;48.009065;-5.24165;7.300000190734863;2;101.19999694824219;94;1;0;0;-1;416258.738311767;16.077
2;3;0;-1;-1;-1;0;0;1160;48.008446666666664;-5.239043333333333;7.5;2;114.5;113;0;0;0;-1;416315.857849121;57.1195
2;3;0;-1;-1;-1;250;0;1692;48.00298166666666;-5.215556666666667;8.100000381469727;2;111.4000015258789;118;0;0;0;-1;416810.039550781;494.1817
2;3;0;-1;-1;-1;248;1;704;48.002325;-5.214025;7.599999904632568;2;117.19999694824219;114;0;0;0;-1;416843.698089599;33.6585
1;3;0;-1;-1;-1;0;0;786;48.00228833333333;-5.213926666666667;7.800000190734863;2;117.9000015258789;114;0;0;0;-1;416845.879760741;2.1817
1;3;0;-1;-1;-1;199;0;2072;48.00185;-5.212298333333333;8.800000190734863;2;117.0999984741211;107;0;0;0;-1;416880.198425292;34.3187
2;3;0;-1;-1;-1;232;0;927;48.00143166666667;-5.2109016666666665;7.400000095367432;2;121.4000015258789;107;0;0;0;-1;416909.657836913;29.4594
1;3;0;-1;-1;-1;252;1;1017;48.0014;-5.2107616666666665;8.300000190734863;2;116.5999984741211;106;0;0;0;-1;416912.057769775;2.3999
2;3;0;-1;-1;-1;259;1;2156;48.000996666666666;-5.209303333333334;5.800000190734863;2;109.9000015258789;96;0;0;0;-1;416942.439270019;30.3815
1;3;0;-1;-1;-1;248;0;567;48.00085833333333;-5.20844;6.5;2;101.5999984741211;103;1;0;0;-1;416960.039672851;17.6004
1;3;0;-1;-1;-1;0;0;815;48.000778333333336;-5.208115;7.400000095367432;2;104.9000015258789;105;1;0;0;-1;416966.664154052;6.6245
2;3;0;-1;-1;-1;0;0;1202;48.000663333333335;-5.207671666666666;6.300000190734863;2;116.4000015258789;110;1;0;0;-1;416976.983337402;10.3192
2;3;0;-1;-1;-1;265;1;1402;48.00059;-5.207391666666667;7.800000190734863;2;114.4000015258789;116;1;0;0;-1;416982.320465087;5.3371
2;3;0;-1;-1;-1;0;0;1896;48.00035666666667;-5.206848333333333;7.199999809265137;2;122.0999984741211;113;0;0;0;-1;416995.478454589;13.158
1;3;0;-1;-1;-1;0;0;42;48.00018333333333;-5.206315;7.300000190734863;2;117.4000015258789;111;0;0;0;-1;417006.058044433;10.5796
2;3;0;-1;-1;-1;252;0;133;48.00013;-5.206228333333334;7.599999904632568;2;122.4000015258789;111;0;0;0;-1;417008.482727051;2.4247
1;3;0;-1;-1;-1;272;1;259;48.000098333333334;-5.2059983333333335;7.800000190734863;2;111.5999984741211;114;0;0;0;-1;417011.838165283;3.3554
2;3;0;-1;-1;-1;0;0;385;48.00004166666667;-5.20587;7.599999904632568;2;116.0999984741211;110;0;0;0;-1;417015.201812744;3.3636
2;3;0;-1;-1;-1;209;1;704;47.999915;-5.205441666666666;7.699999809265137;2;113.5;115;0;0;0;-1;417023.703643798;8.5018
1;3;0;-1;-1;-1;0;0;762;47.99988666666667;-5.205396666666666;7.800000190734863;2;117.0;112;0;0;0;-1;417025.257751464;1.5541
2;3;0;-1;-1;-1;239;0;912;47.99983833333334;-5.205181666666666;7.900000095367432;2;110.80000305175781;116;0;0;0;-1;417029.258087158;4.0003
1;3;0;-1;-1;-1;294;1;1018;47.99977666666667;-5.205078333333334;7.300000190734863;2;119.69999694824219;112;0;0;0;-1;417032.061920166;2.8038
2;3;0;-1;-1;-1;0;0;1152;47.99972666666667;-5.204968333333333;7.300000190734863;2;116.5;111;0;0;0;-1;417035.639099121;3.5772
2;1;0;2282;-1;0;-1;-1;1402;47.99962;-5.204538333333334;8.600000381469727;2;113.5;111;0;0;0;-1;417042.322113036;6.683
1;3;0;-1;-1;-1;248;1;259;47.999165;-5.20318;7.599999904632568;2;117.5;104;1;0;0;-1;417071.839874267;29.5178
1;3;0;-1;-1;-1;254;0;507;47.99908333333333;-5.202835;8.399999618530273;2;115.30000305175781;99;0;0;0;-1;417078.457855224;6.618
1;3;0;-1;-1;-1;0;0;762;47.999026666666666;-5.202558333333333;6.5;2;114.80000305175781;98;0;0;0;-1;417085.238403319;6.7805
2;3;0;-1;-1;-1;280;0;903;47.99904;-5.202356666666667;6.699999809265137;2;99.30000305175781;99;0;0;0;-1;417088.998596191;3.7602
1;3;0;-1;-1;-1;244;0;1304;47.99889666666667;-5.2018;7.0;2;110.69999694824219;110;1;0;0;-1;417099.704071044;10.7055
2;3;0;-1;-1;-1;199;1;1434;47.998871666666666;-5.201685;6.599999904632568;2;109.69999694824219;106;0;0;0;-1;417103.158203124;3.4541
2;3;0;-1;-1;-1;290;0;1633;47.998783333333336;-5.201413333333333;7.900000095367432;2;114.5999984741211;102;0;0;0;-1;417108.45840454;5.3002
2;3;0;-1;-1;-1;0;0;1923;47.99870666666666;-5.201021666666667;7.5;2;108.30000305175781;106;0;0;0;-1;417116.198272704;7.7399
1;3;0;-1;-1;-1;253;0;2072;47.99866;-5.200868333333333;6.800000190734863;2;112.19999694824219;105;0;0;0;-1;417120.184173583;3.9859
2;1;0;-1;2169;4;-1;-1;2169;47.99865166666667;-5.2007216666666665;6.800000190734863;2;104.0;109;0;0;0;-1;417122.777526855;2.5934
1;1;0;2261;-1;0;-1;-1;260;47.99854166666667;-5.2002733333333335;7.5;2;106.4000015258789;108;0;0;0;-1;417131.863983153;9.0865
2;3;0;-1;-1;-1;181;1;703;47.99838833333333;-5.1997583333333335;7.199999809265137;2;110.4000015258789;111;0;0;0;-1;417143.678161621;11.8142
2;3;0;-1;-1;-1;0;0;1189;47.998205;-5.199258333333334;6.599999904632568;2;108.19999694824219;107;0;0;0;-1;417156.638061522;12.9599
2;3;0;-1;-1;-1;257;0;180;47.99778333333333;-5.197685;7.099999904632568;2;112.0;110;0;0;0;-1;417189.718658447;33.0806
2;3;0;-1;-1;-1;0;0;437;47.99769;-5.197401666666667;7.199999809265137;2;111.80000305175781;113;0;0;0;-1;417196.584320068;6.8657
1;3;0;-1;-1;-1;240;0;576;47.99763;-5.197198333333334;7.599999904632568;2;113.19999694824219;112;0;0;0;-1;417200.279998779;3.6957
2;3;0;-1;-1;-1;230;0;947;47.99745166666667;-5.196768333333333;7.400000095367432;2;121.0999984741211;111;0;0;0;-1;417210.183776855;9.9038
1;3;0;-1;-1;-1;307;1;1018;47.997438333333335;-5.196643333333333;7.800000190734863;2;113.80000305175781;113;0;0;0;-1;417212.061187744;1.8774
2;3;0;-1;-1;-1;0;0;1176;47.997341666666664;-5.196493333333334;7.599999904632568;2;124.69999694824219;113;0;0;0;-1;417216.297729492;4.2365
1;3;0;-1;-1;-1;211;0;1325;47.99733333333333;-5.196278333333334;7.5;2;107.0999984741211;118;1;0;0;-1;417220.264099121;3.9664
1;3;0;-1;-1;-1;0;0;1536;47.99720333333333;-5.196043333333333;7.099999904632568;2;119.19999694824219;106;1;0;0;-1;417225.878417968;5.6143
1;3;0;-1;-1;-1;257;0;2009;47.99705;-5.195448333333333;8.0;2;112.0999984741211;102;1;0;0;-1;417238.503936767;12.6255
2;3;0;-1;-1;-1;285;1;2169;47.99699;-5.195261666666666;6.900000095367432;2;115.0999984741211;100;1;0;0;-1;417242.777526855;4.2736
1;3;0;-1;-1;-1;0;0;15;47.99699666666667;-5.195176666666667;6.400000095367432;2;106.19999694824219;100;1;0;0;-1;417245.338287353;2.5608
2;3;0;-1;-1;-1;181;0;204;47.99691833333333;-5.194921666666667;7.699999809265137;2;112.30000305175781;94;1;0;0;-1;417250.377716064;5.0394
1;3;0;-1;-1;-1;295;1;270;47.9969;-5.194788333333333;8.300000190734863;2;108.4000015258789;95;1;0;0;-1;417252.143310546;1.7656
2;3;0;-1;-1;-1;199;1;704;47.996805;-5.194256666666667;7.099999904632568;2;108.5;104;1;0;0;-1;417263.704315185;11.561
1;3;0;-1;-1;-1;0;0;768;47.996788333333335;-5.194195;7.5;2;109.5999984741211;106;1;0;0;-1;417265.418060302;1.7137
1;3;0;-1;-1;-1;258;0;1306;47.996575;-5.1934933333333335;7.300000190734863;2;119.80000305175781;103;0;0;0;-1;417279.738159179;14.3201
2;3;0;-1;-1;-1;217;1;2169;47.996246666666664;-5.192376666666667;8.100000381469727;2;118.9000015258789;108;0;0;0;-1;417302.77859497;23.0404
2;3;0;-1;-1;-1;278;0;137;47.996185;-5.19216;7.199999809265137;2;115.19999694824219;110;0;0;0;-1;417308.58227539;5.8037
1;3;0;-1;-1;-1;0;0;824;47.995891666666665;-5.1913133333333334;7.0;2;118.4000015258789;104;0;0;0;-1;417326.901855468;18.3196
1;3;0;-1;-1;-1;294;1;1017;47.99583166666667;-5.191028333333334;7.900000095367432;2;112.19999694824219;101;1;0;0;-1;417332.057708739;5.1559
1;3;0;-1;-1;-1;220;0;1312;47.995745;-5.190665;7.0;2;109.9000015258789;103;0;0;0;-1;417339.897827148;7.8401
1;3;0;-1;-1;-1;0;0;1531;47.99566333333333;-5.190386666666667;7.5;2;113.5999984741211;99;0;0;0;-1;417345.757751464;5.8599
2;3;0;-1;-1;-1;274;0;1646;47.995648333333335;-5.1902116666666664;7.800000190734863;2;106.5999984741211;102;0;0;0;-1;417348.821228027;3.0635
2;3;0;-1;-1;-1;271;1;2169;47.995495;-5.18956;7.5;2;107.0;104;0;0;0;-1;417362.777648925;13.9564
2;3;0;-1;-1;-1;239;0;191;47.995425;-5.189243333333334;6.5;2;102.9000015258789;95;1;0;0;-1;417370.024322509;7.2467
1;3;0;-1;-1;-1;243;1;270;47.995378333333335;-5.18915;7.0;2;111.0999984741211;89;1;0;0;-1;417372.141235351;2.1169
1;3;0;-1;-1;-1;310;0;513;47.99536;-5.188821666666667;7.300000190734863;2;101.80000305175781;89;1;0;0;-1;417378.617858886;6.4766
2;3;0;-1;-1;-1;0;0;1138;47.99523;-5.188043333333333;6.5;2;107.5;102;1;0;0;-1;417395.258544921;16.6407
1;3;0;-1;-1;-1;296;0;1277;47.995205;-5.18777;8.199999809265137;2;103.19999694824219;110;1;0;0;-1;417398.984466552;3.7259
2;3;0;-1;-1;-1;223;1;1434;47.995135;-5.187588333333333;7.699999809265137;2;109.0;109;1;0;0;-1;417403.158203124;4.1737
1;3;0;-1;-1;-1;0;0;1573;47.99508333333333;-5.18747;6.400000095367432;2;116.5;116;1;0;0;-1;417406.857727051;3.6995
2;3;0;-1;-1;-1;261;0;1657;47.995063333333334;-5.18739;6.300000190734863;2;114.69999694824219;111;0;0;0;-1;417409.097625732;2.2399
1;3;0;-1;-1;-1;246;0;2041;47.994908333333335;-5.186888333333333;7.5;2;111.69999694824219;127;1;0;0;-1;417419.339569091;10.2419
2;3;0;-1;-1;-1;299;0;132;47.994708333333335;-5.186578333333333;6.900000095367432;2;130.8000030517578;125;1;0;0;-1;417428.457672118;9.1181
1;3;0;-1;-1;-1;246;1;270;47.994636666666665;-5.186403333333334;7.199999809265137;2;124.0999984741211;125;1;0;0;-1;417432.140472412;3.6828
2;3;0;-1;-1;-1;0;0;432;47.99454333333333;-5.186218333333334;7.800000190734863;2;126.69999694824219;125;0;0;0;-1;417436.438201904;4.2977
1;3;0;-1;-1;-1;0;0;785;47.994341666666664;-5.18584;7.099999904632568;2;127.5999984741211;122;0;0;0;-1;417445.860687255;9.4225
2;3;0;-1;-1;-1;0;0;1937;47.99377833333333;-5.1844;8.899999618530273;2;110.69999694824219;119;0;0;0;-1;417476.584777832;30.7241
2;3;0;-1;-1;-1;259;0;171;47.99359333333334;-5.183833333333333;6.199999809265137;2;105.0999984741211;90;1;0;0;-1;417489.478118896;12.8933
1;3;0;-1;-1;-1;196;0;564;47.99352666666667;-5.183316666666666;6.599999904632568;2;101.0999984741211;96;1;0;0;-1;417499.957763671;10.4796
1;3;0;-1;-1;-1;246;0;1300;47.99333;-5.18245;6.900000095367432;2;115.0999984741211;103;1;0;0;-1;417519.597473144;19.6397
1;3;0;-1;-1;-1;0;0;1547;47.99326666666666;-5.182098333333333;7.300000190734863;2;110.0;107;1;0;0;-1;417526.183532714;6.5861
