channelNumber;id;NavStatus;SlotOffset;SlotNumber;STO;SlotIncrement;KeepFlag;TS;Lat;Lon;Sog;thresholdSog;Course;Heading;ChangeHeading;RepeatIndicator;SpecialManoeuvre;AISVersion;toa;DiffToa
2;3;0;-1;-1;-1;253;0;1261;47.85908166666667;-5.016431666666667;8.0;2;109.80000305175781;107;0;0;0;-1;27160.679656982;0.0
1;3;0;-1;-1;-1;0;0;2154;47.841528333333336;-4.939945;8.5;2;110.9000015258789;111;0;0;0;-1;28624.478240966;1463.7986
1;1;0;-1;-1;7;-1;-1;1395;47.83742;-4.922035;8.100000381469727;2;112.5;104;0;0;0;-1;28964.240447998;339.7622
2;3;0;-1;-1;-1;0;0;1839;47.83727;-4.921398333333333;8.399999618530273;2;112.0999984741211;101;0;0;0;-1;28976.078430175;11.838
2;3;0;-1;-1;-1;511;0;1482;47.835348333333336;-4.912365;7.699999809265137;2;103.80000305175781;100;0;0;0;-1;29146.55984497;170.4814
2;3;0;-1;-1;-1;274;0;471;47.83506;-4.91055;8.0;2;101.19999694824219;101;0;0;0;-1;29179.599975586;33.0401
2;3;0;-1;-1;-1;0;0;1017;47.83492;-4.909716666666666;8.199999809265137;2;102.0;99;0;0;0;-1;29194.158325195;14.5583
1;3;0;-1;-1;-1;493;0;414;47.833423333333336;-4.900925;8.199999809265137;2;99.30000305175781;101;0;0;0;-1;29358.063934326;163.9056
2;3;0;-1;-1;-1;0;0;987;47.83326666666667;-4.900131666666667;7.699999809265137;2;105.4000015258789;102;0;0;0;-1;29373.358551025;15.2946
1;1;0;-1;1340;6;-1;-1;1341;47.83221;-4.893111666666667;9.399999618530273;2;101.0;96;0;0;0;-1;29502.784332275;129.4258
2;3;0;-1;-1;-1;0;0;385;47.831955;-4.89127;7.699999809265137;2;99.5999984741211;102;0;0;0;-1;29537.29800415;34.5137
2;3;0;-1;-1;-1;217;0;1513;47.83162333333333;-4.88966;8.199999809265137;2;104.69999694824219;103;0;0;0;-1;29567.381622314;30.0836
1;3;0;-1;-1;-1;196;0;897;47.83119666666666;-4.887388333333333;7.900000095367432;2;107.5999984741211;95;0;0;0;-1;29610.957550048;43.5759
2;3;0;-1;-1;-1;273;1;990;47.830688333333335;-4.884123333333333;7.599999904632568;2;100.80000305175781;98;0;0;0;-1;29673.423431396;62.4659
1;1;0;-1;-1;1;-1;-1;1341;47.82953166666667;-4.877035;8.199999809265137;2;105.9000015258789;98;0;0;0;-1;29802.788146972;129.3647
1;3;0;-1;-1;-1;531;0;1849;47.829411666666665;-4.876206666666667;8.699999809265137;2;101.80000305175781;108;1;0;0;-1;29816.340545653;13.5524
2;3;0;-1;-1;-1;0;0;1056;47.82852666666667;-4.870946666666667;8.899999618530273;2;100.80000305175781;95;0;0;0;-1;29915.18408203;98.8435
2;3;0;-1;-1;-1;508;0;1521;47.82844166666667;-4.870306666666667;8.100000381469727;2;103.4000015258789;96;0;0;0;-1;29927.596557616;12.4125
2;3;0;-1;-1;-1;243;0;2029;47.828335;-4.869543333333334;7.900000095367432;2;104.19999694824219;102;1;0;0;-1;29941.142364501;13.5458
1;3;0;-1;-1;-1;259;1;2127;47.82833;-4.869406666666666;8.5;2;100.19999694824219;107;1;0;0;-1;29943.744262695;2.6019
1;1;0;-1;1393;6;-1;-1;1393;47.827918333333336;-4.86719;7.900000095367432;2;102.80000305175781;98;0;0;0;-1;29984.178894043;40.4346
1;3;0;-1;-1;-1;510;0;1885;47.82783833333333;-4.866478333333333;8.100000381469727;2;100.69999694824219;100;0;0;0;-1;29997.299102783;13.1202
2;3;0;-1;-1;-1;479;0;15;47.827775;-4.865918333333333;8.0;2;97.80000305175781;106;1;0;0;-1;30007.437957763;10.1389
2;3;0;-1;-1;-1;234;0;1246;47.82744666666667;-4.8642;7.800000190734863;2;104.0;100;0;0;0;-1;30040.258697509;32.8207
1;3;0;-1;-1;-1;0;0;1948;47.827286666666666;-4.863238333333333;7.900000095367432;2;101.9000015258789;100;0;0;0;-1;30058.956848144;18.6982
2;3;0;-1;-1;-1;526;0;1474;47.820751666666666;-4.821343333333333;8.699999809265137;2;100.5;105;0;0;0;-1;30826.339019775;767.3822
2;3;0;-1;-1;-1;232;0;2229;47.817055;-4.788851666666667;7.800000190734863;2;101.9000015258789;107;0;0;0;-1;31446.480346679;620.1413
1;3;0;-1;-1;-1;257;0;96;47.817031666666665;-4.78866;8.5;2;101.0;107;0;0;0;-1;31449.578338623;3.098
1;3;0;-1;-1;-1;531;0;353;47.816943333333334;-4.788321666666667;7.699999809265137;2;107.5999984741211;108;0;0;0;-1;31456.439361572;6.861
2;3;0;-1;-1;-1;260;0;467;47.81691333333333;-4.788166666666666;7.800000190734863;2;106.9000015258789;108;0;0;0;-1;31459.478485107;3.0391
1;1;0;-1;635;4;-1;-1;635;47.81684666666666;-4.7879933333333335;7.5;2;111.80000305175781;107;0;0;0;-1;31463.958221434;4.4797
2;3;0;-1;-1;-1;503;0;727;47.81684;-4.78782;7.800000190734863;2;104.0999984741211;106;0;0;0;-1;31466.417785644;2.4596
1;3;0;-1;-1;-1;207;0;1644;47.81661666666667;-4.7865416666666665;7.5;2;104.30000305175781;102;0;0;0;-1;31490.858642578;24.4409
2;3;0;-1;-1;-1;455;0;19;47.81645;-4.78567;7.5;2;112.9000015258789;111;1;0;0;-1;31507.522491455;16.6638
1;3;0;-1;-1;-1;249;0;128;47.81641666666667;-4.785546666666667;7.099999904632568;2;112.19999694824219;110;0;0;0;-1;31510.438720703;2.9162
1;3;0;-1;-1;-1;510;0;377;47.816305;-4.785161666666666;8.399999618530273;2;114.4000015258789;108;0;0;0;-1;31517.078186035;6.6395
2;3;0;-1;-1;-1;272;0;473;47.816266666666664;-4.785073333333333;8.100000381469727;2;116.5999984741211;107;0;0;0;-1;31519.640075683;2.5619
2;3;0;-1;-1;-1;492;0;745;47.816195;-4.784755;7.900000095367432;2;109.5;102;1;0;0;-1;31526.897705078;7.2576
1;3;0;-1;-1;-1;242;0;887;47.816183333333335;-4.78451;8.100000381469727;2;102.19999694824219;108;0;0;0;-1;31530.67868042;3.781
1;3;0;-1;-1;-1;512;0;344;47.815826666666666;-4.782211666666667;7.300000190734863;2;102.30000305175781;105;0;0;0;-1;31576.198211669;45.5195
2;3;0;-1;-1;-1;283;0;470;47.81579833333333;-4.782045;7.699999809265137;2;103.0;103;0;0;0;-1;31579.544708252;3.3465
1;1;0;-1;635;2;-1;-1;635;47.81574666666667;-4.781835;7.699999809265137;2;105.80000305175781;108;0;0;0;-1;31583.962219238;4.4175
2;3;0;-1;-1;-1;494;0;752;47.81572666666667;-4.78164;7.5;2;103.5999984741211;107;0;0;0;-1;31587.07824707;3.116
