channelNumber;id;NavStatus;SlotOffset;SlotNumber;STO;SlotIncrement;KeepFlag;TS;Lat;Lon;Sog;thresholdSog;Course;Heading;ChangeHeading;RepeatIndicator;SpecialManoeuvre;AISVersion;toa;DiffToa
2;1;0;-1;-1;1;-1;-1;943;47.45887;-3.3726266666666667;8.699999809265137;2;2.5;-1;-1;0;0;-1;1172545.961395263;0.0
1;1;0;-1;2092;2;-1;-1;2092;47.49613;-3.3725933333333336;8.899999618530273;2;2.299999952316284;-1;-1;0;0;-1;1173476.599914551;930.6385
2;1;0;2242;-1;0;-1;-1;1715;47.544261666666664;-3.3728016666666667;8.600000381469727;2;358.70001220703125;-1;-1;0;0;-1;1174666.538818359;1189.9389
1;1;0;-1;635;6;-1;-1;634;47.54554;-3.3728366666666667;8.800000190734863;2;359.0;-1;-1;0;0;-1;1174697.717285156;31.1785
2;1;0;-1;-1;3;-1;-1;1014;47.545946666666666;-3.3728333333333333;8.800000190734863;2;359.5;-1;-1;0;0;-1;1174707.866058349;10.1488
1;1;0;-1;-1;3;-1;-1;2107;47.547115;-3.3728183333333335;8.699999809265137;2;1.2999999523162842;-1;-1;0;0;-1;1174736.997009276;29.131
1;1;0;-1;-1;5;-1;-1;634;47.547958333333334;-3.3727983333333333;8.5;2;1.2999999523162842;-1;-1;0;0;-1;1174757.717285156;20.7203
2;1;0;-1;1015;2;-1;-1;1013;47.548361666666665;-3.37282;8.800000190734863;2;359.0;-1;-1;0;0;-1;1174767.838165283;10.1209
1;1;0;-1;-1;5;-1;-1;1379;47.548761666666664;-3.3728;8.600000381469727;2;0.20000000298023224;-1;-1;0;0;-1;1174777.578582763;9.7404
2;1;0;-1;1707;4;-1;-1;1706;47.54907333333333;-3.372805;8.600000381469727;2;359.20001220703125;-1;-1;0;0;-1;1174786.298736572;8.7202
2;1;0;2202;-1;0;-1;-1;248;47.54991833333333;-3.372805;8.5;2;358.70001220703125;-1;-1;0;0;-1;1174807.41845703;21.1197
1;1;0;-1;635;4;-1;-1;634;47.55038;-3.3728166666666666;8.800000190734863;2;359.8999938964844;-1;-1;0;0;-1;1174817.716949463;10.2985
2;1;0;-1;-1;1;-1;-1;1013;47.550781666666666;-3.37282;8.600000381469727;2;359.3999938964844;-1;-1;0;0;-1;1174827.837738036;10.1208
2;1;0;-1;200;4;-1;-1;199;47.55233;-3.3728166666666666;8.699999809265137;2;358.20001220703125;-1;-1;0;0;-1;1174866.121093749;38.2834
1;1;0;-1;-1;3;-1;-1;635;47.552815;-3.37281;8.699999809265137;2;359.29998779296875;-1;-1;0;0;-1;1174877.738861083;11.6178
1;1;0;-1;-1;3;-1;-1;2105;47.578485;-3.3727583333333335;8.699999809265137;2;1.7999999523162842;-1;-1;0;0;-1;1175516.937927246;639.1991
2;1;0;-1;-1;3;-1;-1;245;47.58607166666667;-3.3726666666666665;8.5;2;359.5;-1;-1;0;0;-1;1175707.33807373;190.4001
1;1;0;2260;-1;0;-1;-1;1318;47.58965166666667;-3.372576666666667;8.699999809265137;2;358.3999938964844;-1;-1;0;0;-1;1175795.938781738;88.6007
1;1;0;-1;-1;3;-1;-1;570;47.64418833333333;-3.37159;9.100000381469727;2;0.4000000059604645;-1;-1;0;0;-1;1177155.998474121;1360.0597
2;1;0;2239;-1;0;-1;-1;218;47.64624;-3.3715083333333333;8.899999618530273;2;2.0;-1;-1;0;0;-1;1177206.622009276;50.6235
2;1;0;-1;963;4;-1;-1;962;47.647063333333335;-3.371496666666667;8.800000190734863;2;0.10000000149011612;-1;-1;0;0;-1;1177226.443847656;19.8218
1;1;0;-1;-1;1;-1;-1;1333;47.647445;-3.371475;8.800000190734863;2;1.0;-1;-1;0;0;-1;1177236.338745116;9.8949
2;1;0;-1;-1;3;-1;-1;1741;47.647895;-3.37145;8.699999809265137;2;1.7000000476837158;-1;-1;0;0;-1;1177247.218933105;10.8802
1;1;0;-1;-1;1;-1;-1;2080;47.648265;-3.37144;8.800000190734863;2;1.0;-1;-1;0;0;-1;1177256.258789062;9.0399
2;1;0;-1;207;4;-1;-1;205;47.64868;-3.371405;8.899999618530273;2;3.0;-1;-1;0;0;-1;1177266.28225708;10.0235
2;1;0;-1;-1;3;-1;-1;962;47.649541666666664;-3.3713733333333336;9.100000381469727;2;0.6000000238418579;-1;-1;0;0;-1;1177286.461700439;20.1794
1;1;0;2289;-1;0;-1;-1;1333;47.649903333333334;-3.3713616666666666;8.800000190734863;2;1.7999999523162842;-1;-1;0;0;-1;1177296.33908081;9.8774
2;1;0;-1;1742;2;-1;-1;1741;47.65035;-3.3713516666666665;8.800000190734863;2;0.6000000238418579;-1;-1;0;0;-1;1177307.219421386;10.8803
1;1;0;2244;-1;0;-1;-1;2080;47.65072;-3.371335;8.899999618530273;2;2.4000000953674316;-1;-1;0;0;-1;1177316.258483886;9.0391
2;1;0;-1;-1;3;-1;-1;205;47.651131666666664;-3.3713266666666666;8.899999618530273;2;1.399999976158142;-1;-1;0;0;-1;1177326.28225708;10.0238
1;1;0;2301;-1;0;-1;-1;569;47.65153166666666;-3.3713016666666666;8.699999809265137;2;2.5;-1;-1;0;0;-1;1177335.978424072;9.6962
2;1;0;-1;963;2;-1;-1;961;47.65199;-3.3712933333333335;8.800000190734863;2;1.399999976158142;-1;-1;0;0;-1;1177346.437469482;10.459
1;1;0;-1;-1;3;-1;-1;1372;47.652388333333334;-3.37126;8.699999809265137;2;3.200000047683716;-1;-1;0;0;-1;1177357.377960204;10.9405
2;1;0;-1;-1;1;-1;-1;1741;47.65280833333333;-3.3712516666666668;8.899999618530273;2;0.800000011920929;-1;-1;0;0;-1;1177367.219451904;9.8415
1;1;0;-1;2075;6;-1;-1;2074;47.65316333333333;-3.37125;8.600000381469727;2;1.600000023841858;-1;-1;0;0;-1;1177376.098602294;8.8792
2;1;0;-1;207;2;-1;-1;205;47.65358;-3.371243333333333;8.899999618530273;2;0.5;-1;-1;0;0;-1;1177386.276885985;10.1783
1;1;0;-1;-1;5;-1;-1;621;47.654028333333336;-3.3712116666666665;8.800000190734863;2;2.5;-1;-1;0;0;-1;1177397.36364746;11.0868
2;1;0;-1;-1;1;-1;-1;963;47.654435;-3.3712116666666665;8.800000190734863;2;0.30000001192092896;-1;-1;0;0;-1;1177406.482391357;9.1187
1;1;0;-1;1373;2;-1;-1;1372;47.65485666666667;-3.3711983333333335;9.0;2;1.399999976158142;-1;-1;0;0;-1;1177417.378540038;10.8961
2;1;0;2248;-1;0;-1;-1;1741;47.655271666666664;-3.3711683333333333;9.0;2;2.0999999046325684;-1;-1;0;0;-1;1177427.219665527;9.8411
1;1;0;-1;-1;5;-1;-1;2074;47.655635;-3.3711683333333333;8.800000190734863;2;359.8999938964844;-1;-1;0;0;-1;1177436.098632811;8.879
2;1;0;-1;-1;1;-1;-1;205;47.65606;-3.371145;9.100000381469727;2;0.699999988079071;-1;-1;0;0;-1;1177446.278015136;10.1794
2;1;0;2246;-1;0;-1;-1;961;47.65691666666667;-3.37113;8.899999618530273;2;0.5;-1;-1;0;0;-1;1177466.437927246;20.1599
1;1;0;-1;2075;4;-1;-1;2074;47.658121666666666;-3.37109;9.100000381469727;2;0.0;-1;-1;0;0;-1;1177496.098480224;29.6606
2;1;0;-1;1740;4;-1;-1;1739;47.66022;-3.3710166666666668;9.0;2;1.399999976158142;-1;-1;0;0;-1;1177547.157318115;51.0588
1;1;0;-1;-1;3;-1;-1;2074;47.66058666666667;-3.37101;8.600000381469727;2;1.600000023841858;-1;-1;0;0;-1;1177556.098693847;8.9414
2;1;0;-1;959;2;-1;-1;958;47.661838333333336;-3.370973333333333;9.199999809265137;2;0.0;-1;-1;0;0;-1;1177586.338714599;30.24
1;1;0;-1;-1;3;-1;-1;1324;47.662255;-3.3709516666666666;8.899999618530273;2;2.0;-1;-1;0;0;-1;1177596.097106933;9.7584
1;1;0;-1;2075;2;-1;-1;2074;47.663085;-3.37095;9.199999809265137;2;359.79998779296875;-1;-1;0;0;-1;1177616.097656249;20.0005
1;1;0;-1;-1;1;-1;-1;622;47.663945;-3.370938333333333;8.899999618530273;2;0.30000001192092896;-1;-1;0;0;-1;1177637.377716064;21.2801
2;1;0;-1;-1;1;-1;-1;958;47.664323333333336;-3.370915;9.100000381469727;2;2.9000000953674316;-1;-1;0;0;-1;1177646.338623046;8.9609
1;1;0;-1;2128;2;-1;-1;2127;47.673035;-3.3713466666666667;8.899999618530273;2;356.5;-1;-1;0;0;-1;1177857.517791747;211.1792
2;1;0;-1;-1;5;-1;-1;1728;47.675061666666664;-3.371455;9.0;2;357.3999938964844;-1;-1;0;0;-1;1177906.881683349;49.3639
1;1;0;-1;-1;1;-1;-1;2128;47.67549833333333;-3.3714666666666666;8.800000190734863;2;359.29998779296875;-1;-1;0;0;-1;1177917.537963867;10.6563
2;5;-1;-1;-1;-1;-1;-1;182;-1;-1;-1;0;-1;-1;-1;-1;-1;1;1177925.658416747;8.1205
2;3;0;-1;-1;-1;1468;1;980;47.659621666666666;-3.3734683333333333;8.0;2;183.10000610351562;-1;-1;0;0;-1;1185806.87838745;7881.22
1;1;0;-1;-1;3;-1;-1;1325;47.65929;-3.3734883333333334;8.0;2;182.1999969482422;-1;-1;0;0;-1;1185816.078216552;9.1998
2;1;0;-1;1700;4;-1;-1;1699;47.65892;-3.373515;8.0;2;183.39999389648438;-1;-1;0;0;-1;1185826.061889648;9.9837
1;1;0;-1;-1;1;-1;-1;2115;47.658515;-3.373545;7.900000095367432;2;183.1999969482422;-1;-1;0;0;-1;1185837.139465332;11.0776
2;5;-1;-1;-1;-1;-1;-1;199;-1;-1;-1;0;-1;-1;-1;-1;-1;1;1185846.057403564;8.9179
2;1;0;-1;202;6;-1;-1;200;47.658188333333335;-3.3735816666666665;7.900000095367432;2;184.0;-1;-1;0;0;-1;1185846.097106933;0.0397
2;1;0;-1;212;4;-1;-1;211;47.560975;-3.3716466666666665;8.600000381469727;2;175.1999969482422;-1;-1;0;0;-1;1188426.358551025;2580.2614
1;1;0;-1;-1;3;-1;-1;1385;47.554916666666664;-3.371026666666667;8.399999618530273;2;172.3000030517578;-1;-1;0;0;-1;1188577.660369872;151.3018
1;1;0;-1;1178;4;-1;-1;593;47.53914666666667;-3.369295;8.600000381469727;2;176.5;-1;-1;0;0;-1;1188976.557739257;398.8974
2;1;0;-1;986;4;-1;-1;985;47.407001666666666;-3.3485066666666667;8.399999618530273;2;171.6999969482422;-1;-1;0;0;-1;1192406.977783203;3430.42
2;1;0;-1;1718;4;-1;-1;1717;47.40622333333334;-3.3483666666666667;8.5;2;173.8000030517578;-1;-1;0;0;-1;1192426.497894287;19.5201
1;1;0;-1;-1;7;-1;-1;2101;47.405838333333335;-3.348298333333333;8.399999618530273;2;174.6999969482422;-1;-1;0;0;-1;1192436.723175048;10.2253
2;1;0;-1;-1;3;-1;-1;985;47.40468;-3.348071666666667;8.399999618530273;2;173.0;-1;-1;0;0;-1;1192466.977844238;30.2547
1;1;0;-1;1364;4;-1;-1;1364;47.40429666666667;-3.34802;8.399999618530273;2;174.89999389648438;-1;-1;0;0;-1;1192477.076995849;10.0992
1;1;0;-1;2101;6;-1;-1;2100;47.403531666666666;-3.34788;8.300000190734863;2;171.89999389648438;-1;-1;0;0;-1;1192496.721801757;19.6448
1;1;0;-1;-1;1;-1;-1;600;47.40043166666667;-3.3472133333333334;8.300000190734863;2;171.8000030517578;-1;-1;0;0;-1;1192576.723876952;80.0021
2;1;0;-1;-1;1;-1;-1;986;47.400043333333336;-3.34713;8.399999618530273;2;171.5;-1;-1;0;0;-1;1192586.996978759;10.2731
